datetime,actual,forecast_d1,forecast_d,foccsi_delnet,lambda,error,squared_error
2024-05-15T01:00:00Z,0,0,0,NA,NA,NA,NA
2024-05-15T01:15:00Z,0,0,0,NA,NA,NA,NA
2024-05-15T01:30:00Z,0,0,0,NA,NA,NA,NA
2024-05-15T01:45:00Z,0,0,0,NA,NA,NA,NA
2024-05-15T02:00:00Z,0,0,0,NA,NA,NA,NA
2024-05-15T02:15:00Z,0,0,0,NA,NA,NA,NA
2024-05-15T02:30:00Z,0,0,0,NA,NA,NA,NA
2024-05-15T02:45:00Z,0,0,0,NA,NA,NA,NA
2024-05-15T03:00:00Z,0,0,0,NA,NA,NA,NA
2024-05-15T03:15:00Z,0,0,0,NA,NA,NA,NA
2024-05-15T03:30:00Z,0,0,0,NA,NA,NA,NA
2024-05-15T03:45:00Z,0,0,0,NA,NA,NA,NA
2024-05-15T04:00:00Z,0,0,0,NA,NA,NA,NA
2024-05-15T04:15:00Z,0,0,0,NA,NA,NA,NA
2024-05-15T04:30:00Z,0,0,0,NA,NA,NA,NA
2024-05-15T04:45:00Z,0,0,0,NA,NA,NA,NA
2024-05-15T05:00:00Z,0,0,0,NA,NA,NA,NA
2024-05-15T05:15:00Z,0,0,0,NA,NA,NA,NA
2024-05-15T05:30:00Z,0,0,0,NA,NA,NA,NA
2024-05-15T05:45:00Z,30,3,0,NA,NA,NA,NA
2024-05-15T06:00:00Z,80,4,0,NA,NA,NA,NA
2024-05-15T06:15:00Z,130,71,0,NA,NA,NA,NA
2024-05-15T06:30:00Z,200,136,0,NA,NA,NA,NA
2024-05-15T06:45:00Z,310,202,30,NA,NA,NA,NA
2024-05-15T07:00:00Z,450,269,80,NA,NA,NA,NA
2024-05-15T07:15:00Z,630,373,130,NA,NA,NA,NA
2024-05-15T07:30:00Z,820,479,200,NA,NA,NA,NA
2024-05-15T07:45:00Z,990,585,310,NA,NA,NA,NA
2024-05-15T08:00:00Z,1280,691,450,NA,NA,NA,NA
2024-05-15T08:15:00Z,1520,854,630,NA,NA,NA,NA
2024-05-15T08:30:00Z,1770,1018,820,NA,NA,NA,NA
2024-05-15T08:45:00Z,1990,1182,990,NA,NA,NA,NA
2024-05-15T09:00:00Z,2210,1347,1280,NA,NA,NA,NA
2024-05-15T09:15:00Z,2390,1535,1520,NA,NA,NA,NA
2024-05-15T09:30:00Z,2600,1721,1770,NA,NA,NA,NA
2024-05-15T09:45:00Z,2760,1911,1990,NA,NA,NA,NA
2024-05-15T10:00:00Z,2870,2097,2210,NA,NA,NA,NA
2024-05-15T10:15:00Z,3060,2270,2390,NA,NA,NA,NA
2024-05-15T10:30:00Z,3270,2439,2600,NA,NA,NA,NA
2024-05-15T10:45:00Z,3390,2610,2760,NA,NA,NA,NA
2024-05-15T11:00:00Z,2540,2784,2870,NA,NA,NA,NA
2024-05-15T11:15:00Z,2630,2857,3060,NA,NA,NA,NA
2024-05-15T11:30:00Z,2630,2932,3270,NA,NA,NA,NA
2024-05-15T11:45:00Z,2720,3009,3390,NA,NA,NA,NA
2024-05-15T12:00:00Z,2720,3082,2540,NA,NA,NA,NA
2024-05-15T12:15:00Z,2750,3161,2630,NA,NA,NA,NA
2024-05-15T12:30:00Z,2720,3243,2630,NA,NA,NA,NA
2024-05-15T12:45:00Z,2670,3324,2720,NA,NA,NA,NA
2024-05-15T13:00:00Z,2740,3406,2720,NA,NA,NA,NA
2024-05-15T13:15:00Z,2840,3439,2750,NA,NA,NA,NA
2024-05-15T13:30:00Z,2700,3469,2720,NA,NA,NA,NA
2024-05-15T13:45:00Z,2540,3499,2670,NA,NA,NA,NA
2024-05-15T14:00:00Z,2590,3532,2740,NA,NA,NA,NA
2024-05-15T14:15:00Z,2560,3306,2840,NA,NA,NA,NA
2024-05-15T14:30:00Z,2550,3081,2700,NA,NA,NA,NA
2024-05-15T14:45:00Z,2520,2859,2540,NA,NA,NA,NA
2024-05-15T15:00:00Z,1770,2634,2590,NA,NA,NA,NA
2024-05-15T15:15:00Z,1630,2578,2560,NA,NA,NA,NA
2024-05-15T15:30:00Z,1460,2518,2550,NA,NA,NA,NA
2024-05-15T15:45:00Z,1080,2462,2520,NA,NA,NA,NA
2024-05-15T16:00:00Z,880,2402,1770,NA,NA,NA,NA
2024-05-15T16:15:00Z,890,2312,1630,NA,NA,NA,NA
2024-05-15T16:30:00Z,740,2220,1460,NA,NA,NA,NA
2024-05-15T16:45:00Z,680,2127,1080,NA,NA,NA,NA
2024-05-15T17:00:00Z,790,2036,880,NA,NA,NA,NA
2024-05-15T17:15:00Z,840,1849,890,NA,NA,NA,NA
2024-05-15T17:30:00Z,730,1666,740,NA,NA,NA,NA
2024-05-15T17:45:00Z,680,1478,680,NA,NA,NA,NA
2024-05-15T18:00:00Z,1170,1291,790,NA,NA,NA,NA
2024-05-15T18:15:00Z,1100,1186,840,NA,NA,NA,NA
2024-05-15T18:30:00Z,1000,1083,730,NA,NA,NA,NA
2024-05-15T18:45:00Z,790,979,680,NA,NA,NA,NA
2024-05-15T19:00:00Z,740,875,1170,NA,NA,NA,NA
2024-05-15T19:15:00Z,570,782,1100,NA,NA,NA,NA
2024-05-15T19:30:00Z,510,688,1000,NA,NA,NA,NA
2024-05-15T19:45:00Z,400,595,790,NA,NA,NA,NA
2024-05-15T20:00:00Z,320,499,740,NA,NA,NA,NA
2024-05-15T20:15:00Z,180,432,570,NA,NA,NA,NA
2024-05-15T20:30:00Z,130,364,510,NA,NA,NA,NA
2024-05-15T20:45:00Z,80,295,400,NA,NA,NA,NA
2024-05-15T21:00:00Z,30,225,320,NA,NA,NA,NA
2024-05-15T21:15:00Z,0,172,180,NA,NA,NA,NA
2024-05-15T21:30:00Z,0,117,130,NA,NA,NA,NA
2024-05-15T21:45:00Z,0,65,80,NA,NA,NA,NA
2024-05-15T22:00:00Z,0,9,30,NA,NA,NA,NA
2024-05-15T22:15:00Z,0,6,0,NA,NA,NA,NA
2024-05-15T22:30:00Z,0,3,0,NA,NA,NA,NA
2024-05-15T22:45:00Z,0,1,0,NA,NA,NA,NA
2024-05-15T23:00:00Z,0,0,0,NA,NA,NA,NA
2024-05-15T23:15:00Z,0,0,0,NA,NA,NA,NA
2024-05-15T23:30:00Z,0,0,0,NA,NA,NA,NA
2024-05-15T23:45:00Z,0,0,0,NA,NA,NA,NA
2024-05-16T00:00:00Z,0,0,0,NA,NA,NA,NA
2024-05-16T00:15:00Z,0,0,0,NA,NA,NA,NA
2024-05-16T00:30:00Z,0,0,0,NA,NA,NA,NA
2024-05-16T00:45:00Z,0,0,0,NA,NA,NA,NA
2024-05-16T01:00:00Z,0,0,0,NA,NA,NA,NA
2024-05-16T01:15:00Z,0,0,0,NA,NA,NA,NA
2024-05-16T01:30:00Z,0,0,0,NA,NA,NA,NA
2024-05-16T01:45:00Z,0,0,0,NA,NA,NA,NA
2024-05-16T02:00:00Z,0,0,0,NA,NA,NA,NA
2024-05-16T02:15:00Z,0,0,0,NA,NA,NA,NA
2024-05-16T02:30:00Z,0,0,0,NA,NA,NA,NA
2024-05-16T02:45:00Z,0,0,0,NA,NA,NA,NA
2024-05-16T03:00:00Z,0,0,0,NA,NA,NA,NA
2024-05-16T03:15:00Z,0,0,0,NA,NA,NA,NA
2024-05-16T03:30:00Z,0,0,0,NA,NA,NA,NA
2024-05-16T03:45:00Z,0,0,0,NA,NA,NA,NA
2024-05-16T04:00:00Z,0,0,0,NA,NA,NA,NA
2024-05-16T04:15:00Z,0,0,0,NA,NA,NA,NA
2024-05-16T04:30:00Z,0,0,0,NA,NA,NA,NA
2024-05-16T04:45:00Z,0,0,0,NA,NA,NA,NA
2024-05-16T05:00:00Z,0,0,0,NA,NA,NA,NA
2024-05-16T05:15:00Z,0,0,0,NA,NA,NA,NA
2024-05-16T05:30:00Z,20,0,0,NA,NA,NA,NA
2024-05-16T05:45:00Z,70,0,0,NA,NA,NA,NA
2024-05-16T06:00:00Z,120,4,0,NA,NA,NA,NA
2024-05-16T06:15:00Z,180,44,0,NA,NA,NA,NA
2024-05-16T06:30:00Z,260,82,20,NA,NA,NA,NA
2024-05-16T06:45:00Z,360,122,70,NA,NA,NA,NA
2024-05-16T07:00:00Z,480,160,120,NA,NA,NA,NA
2024-05-16T07:15:00Z,630,222,180,NA,NA,NA,NA
2024-05-16T07:30:00Z,820,285,260,NA,NA,NA,NA
2024-05-16T07:45:00Z,950,344,360,NA,NA,NA,NA
2024-05-16T08:00:00Z,1120,404,480,NA,NA,NA,NA
2024-05-16T08:15:00Z,1350,588,630,NA,NA,NA,NA
2024-05-16T08:30:00Z,1310,770,820,NA,NA,NA,NA
2024-05-16T08:45:00Z,1290,954,950,NA,NA,NA,NA
2024-05-16T09:00:00Z,1420,1137,1120,NA,NA,NA,NA
2024-05-16T09:15:00Z,1660,1289,1350,NA,NA,NA,NA
2024-05-16T09:30:00Z,1810,1442,1310,NA,NA,NA,NA
2024-05-16T09:45:00Z,1800,1592,1290,NA,NA,NA,NA
2024-05-16T10:00:00Z,1960,1745,1420,NA,NA,NA,NA
2024-05-16T10:15:00Z,2380,1883,1660,NA,NA,NA,NA
2024-05-16T10:30:00Z,2690,2023,1810,NA,NA,NA,NA
2024-05-16T10:45:00Z,2900,2166,1800,NA,NA,NA,NA
2024-05-16T11:00:00Z,2470,2304,1960,NA,NA,NA,NA
2024-05-16T11:15:00Z,2510,2498,2380,NA,NA,NA,NA
2024-05-16T11:30:00Z,1660,2688,2690,NA,NA,NA,NA
2024-05-16T11:45:00Z,1160,2879,2900,NA,NA,NA,NA
2024-05-16T12:00:00Z,1100,3072,2470,NA,NA,NA,NA
2024-05-16T12:15:00Z,1250,3153,2510,NA,NA,NA,NA
2024-05-16T12:30:00Z,1350,3234,1660,NA,NA,NA,NA
2024-05-16T12:45:00Z,1460,3316,1160,NA,NA,NA,NA
2024-05-16T13:00:00Z,1410,3396,1100,NA,NA,NA,NA
2024-05-16T13:15:00Z,1470,3425,1250,NA,NA,NA,NA
2024-05-16T13:30:00Z,1400,3459,1350,NA,NA,NA,NA
2024-05-16T13:45:00Z,1180,3488,1460,NA,NA,NA,NA
2024-05-16T14:00:00Z,1170,3519,1410,NA,NA,NA,NA
2024-05-16T14:15:00Z,1100,3264,1470,NA,NA,NA,NA
2024-05-16T14:30:00Z,1230,3012,1400,NA,NA,NA,NA
2024-05-16T14:45:00Z,1010,2759,1180,NA,NA,NA,NA
2024-05-16T15:00:00Z,860,2504,1170,NA,NA,NA,NA
2024-05-16T15:15:00Z,890,2451,1100,NA,NA,NA,NA
2024-05-16T15:30:00Z,920,2394,1230,NA,NA,NA,NA
2024-05-16T15:45:00Z,870,2340,1010,NA,NA,NA,NA
2024-05-16T16:00:00Z,930,2285,860,NA,NA,NA,NA
2024-05-16T16:15:00Z,1070,2195,890,NA,NA,NA,NA
2024-05-16T16:30:00Z,1010,2109,920,NA,NA,NA,NA
2024-05-16T16:45:00Z,780,2021,870,NA,NA,NA,NA
2024-05-16T17:00:00Z,800,1934,930,NA,NA,NA,NA
2024-05-16T17:15:00Z,700,1807,1070,NA,NA,NA,NA
2024-05-16T17:30:00Z,640,1684,1010,NA,NA,NA,NA
2024-05-16T17:45:00Z,520,1560,780,NA,NA,NA,NA
2024-05-16T18:00:00Z,500,1436,800,NA,NA,NA,NA
2024-05-16T18:15:00Z,550,1320,700,NA,NA,NA,NA
2024-05-16T18:30:00Z,380,1204,640,NA,NA,NA,NA
2024-05-16T18:45:00Z,310,1089,520,NA,NA,NA,NA
2024-05-16T19:00:00Z,220,974,500,NA,NA,NA,NA
2024-05-16T19:15:00Z,170,870,550,NA,NA,NA,NA
2024-05-16T19:30:00Z,100,768,380,NA,NA,NA,NA
2024-05-16T19:45:00Z,120,666,310,NA,NA,NA,NA
2024-05-16T20:00:00Z,80,561,220,NA,NA,NA,NA
2024-05-16T20:15:00Z,30,477,170,NA,NA,NA,NA
2024-05-16T20:30:00Z,20,390,100,NA,NA,NA,NA
2024-05-16T20:45:00Z,10,303,120,NA,NA,NA,NA
2024-05-16T21:00:00Z,0,219,80,NA,NA,NA,NA
2024-05-16T21:15:00Z,0,167,30,NA,NA,NA,NA
2024-05-16T21:30:00Z,0,113,20,NA,NA,NA,NA
2024-05-16T21:45:00Z,0,62,10,NA,NA,NA,NA
2024-05-16T22:00:00Z,0,8,0,NA,NA,NA,NA
2024-05-16T22:15:00Z,0,6,0,NA,NA,NA,NA
2024-05-16T22:30:00Z,0,4,0,NA,NA,NA,NA
2024-05-16T22:45:00Z,0,1,0,NA,NA,NA,NA
2024-05-16T23:00:00Z,0,0,0,NA,NA,NA,NA
2024-05-16T23:15:00Z,0,0,0,NA,NA,NA,NA
2024-05-16T23:30:00Z,0,0,0,NA,NA,NA,NA
2024-05-16T23:45:00Z,0,0,0,NA,NA,NA,NA
2024-05-17T00:00:00Z,0,0,0,NA,NA,NA,NA
2024-05-17T00:15:00Z,0,0,0,NA,NA,NA,NA
2024-05-17T00:30:00Z,0,0,0,NA,NA,NA,NA
2024-05-17T00:45:00Z,0,0,0,NA,NA,NA,NA
2024-05-17T01:00:00Z,0,0,0,NA,NA,NA,NA
2024-05-17T01:15:00Z,0,0,0,NA,NA,NA,NA
2024-05-17T01:30:00Z,0,0,0,NA,NA,NA,NA
2024-05-17T01:45:00Z,0,0,0,NA,NA,NA,NA
2024-05-17T02:00:00Z,0,0,0,NA,NA,NA,NA
2024-05-17T02:15:00Z,0,0,0,NA,NA,NA,NA
2024-05-17T02:30:00Z,0,0,0,NA,NA,NA,NA
2024-05-17T02:45:00Z,0,0,0,NA,NA,NA,NA
2024-05-17T03:00:00Z,0,0,0,NA,NA,NA,NA
2024-05-17T03:15:00Z,0,0,0,NA,NA,NA,NA
2024-05-17T03:30:00Z,0,0,0,NA,NA,NA,NA
2024-05-17T03:45:00Z,0,0,0,NA,NA,NA,NA
2024-05-17T04:00:00Z,0,0,0,NA,NA,NA,NA
2024-05-17T04:15:00Z,0,0,0,NA,NA,NA,NA
2024-05-17T04:30:00Z,0,0,0,NA,NA,NA,NA
2024-05-17T04:45:00Z,0,0,0,NA,NA,NA,NA
2024-05-17T05:00:00Z,0,0,0,NA,NA,NA,NA
2024-05-17T05:15:00Z,0,0,0,NA,NA,NA,NA
2024-05-17T05:30:00Z,10,0,0,NA,NA,NA,NA
2024-05-17T05:45:00Z,50,3,0,NA,NA,NA,NA
2024-05-17T06:00:00Z,100,6,0,NA,NA,NA,NA
2024-05-17T06:15:00Z,170,63,0,NA,NA,NA,NA
2024-05-17T06:30:00Z,250,121,10,NA,NA,NA,NA
2024-05-17T06:45:00Z,360,179,50,NA,NA,NA,NA
2024-05-17T07:00:00Z,390,236,100,NA,NA,NA,NA
2024-05-17T07:15:00Z,510,326,170,NA,NA,NA,NA
2024-05-17T07:30:00Z,530,413,250,NA,NA,NA,NA
2024-05-17T07:45:00Z,640,502,360,NA,NA,NA,NA
2024-05-17T08:00:00Z,900,592,390,NA,NA,NA,NA
2024-05-17T08:15:00Z,1230,735,510,NA,NA,NA,NA
2024-05-17T08:30:00Z,1470,878,530,NA,NA,NA,NA
2024-05-17T08:45:00Z,1580,1024,640,NA,NA,NA,NA
2024-05-17T09:00:00Z,1720,1165,900,NA,NA,NA,NA
2024-05-17T09:15:00Z,1950,1321,1230,NA,NA,NA,NA
2024-05-17T09:30:00Z,2360,1473,1470,NA,NA,NA,NA
2024-05-17T09:45:00Z,2530,1628,1580,NA,NA,NA,NA
2024-05-17T10:00:00Z,2660,1781,1720,NA,NA,NA,NA
2024-05-17T10:15:00Z,2930,1923,1950,NA,NA,NA,NA
2024-05-17T10:30:00Z,3000,2068,2360,NA,NA,NA,NA
2024-05-17T10:45:00Z,2990,2211,2530,NA,NA,NA,NA
2024-05-17T11:00:00Z,3120,2354,2660,NA,NA,NA,NA
2024-05-17T11:15:00Z,3320,2325,2930,NA,NA,NA,NA
2024-05-17T11:30:00Z,3470,2293,3000,NA,NA,NA,NA
2024-05-17T11:45:00Z,3440,2260,2990,NA,NA,NA,NA
2024-05-17T12:00:00Z,3390,2229,3120,NA,NA,NA,NA
2024-05-17T12:15:00Z,3440,2289,3320,NA,NA,NA,NA
2024-05-17T12:30:00Z,3350,2350,3470,NA,NA,NA,NA
2024-05-17T12:45:00Z,3420,2410,3440,NA,NA,NA,NA
2024-05-17T13:00:00Z,2780,2472,3390,NA,NA,NA,NA
2024-05-17T13:15:00Z,2910,2495,3440,NA,NA,NA,NA
2024-05-17T13:30:00Z,2850,2519,3350,NA,NA,NA,NA
2024-05-17T13:45:00Z,2560,2541,3420,NA,NA,NA,NA
2024-05-17T14:00:00Z,2930,2566,2780,NA,NA,NA,NA
2024-05-17T14:15:00Z,2660,2305,2910,NA,NA,NA,NA
2024-05-17T14:30:00Z,2670,2045,2850,NA,NA,NA,NA
2024-05-17T14:45:00Z,2280,1782,2560,NA,NA,NA,NA
2024-05-17T15:00:00Z,2140,1523,2930,NA,NA,NA,NA
2024-05-17T15:15:00Z,1930,1489,2660,NA,NA,NA,NA
2024-05-17T15:30:00Z,1790,1454,2670,NA,NA,NA,NA
2024-05-17T15:45:00Z,1220,1422,2280,NA,NA,NA,NA
2024-05-17T16:00:00Z,1150,1386,2140,NA,NA,NA,NA
2024-05-17T16:15:00Z,1370,1335,1930,NA,NA,NA,NA
2024-05-17T16:30:00Z,1330,1281,1790,NA,NA,NA,NA
2024-05-17T16:45:00Z,1060,1229,1220,NA,NA,NA,NA
2024-05-17T17:00:00Z,1080,1175,1150,NA,NA,NA,NA
2024-05-17T17:15:00Z,1220,998,1370,NA,NA,NA,NA
2024-05-17T17:30:00Z,950,822,1330,NA,NA,NA,NA
2024-05-17T17:45:00Z,740,644,1060,NA,NA,NA,NA
2024-05-17T18:00:00Z,650,467,1080,NA,NA,NA,NA
2024-05-17T18:15:00Z,580,433,1220,NA,NA,NA,NA
2024-05-17T18:30:00Z,560,399,950,NA,NA,NA,NA
2024-05-17T18:45:00Z,450,365,740,NA,NA,NA,NA
2024-05-17T19:00:00Z,400,328,650,NA,NA,NA,NA
2024-05-17T19:15:00Z,330,296,580,NA,NA,NA,NA
2024-05-17T19:30:00Z,290,262,560,NA,NA,NA,NA
2024-05-17T19:45:00Z,250,230,450,NA,NA,NA,NA
2024-05-17T20:00:00Z,230,198,400,NA,NA,NA,NA
2024-05-17T20:15:00Z,170,173,330,NA,NA,NA,NA
2024-05-17T20:30:00Z,110,151,290,NA,NA,NA,NA
2024-05-17T20:45:00Z,50,126,250,NA,NA,NA,NA
2024-05-17T21:00:00Z,20,105,230,NA,NA,NA,NA
2024-05-17T21:15:00Z,0,79,170,NA,NA,NA,NA
2024-05-17T21:30:00Z,0,54,110,NA,NA,NA,NA
2024-05-17T21:45:00Z,0,29,50,NA,NA,NA,NA
2024-05-17T22:00:00Z,0,5,20,NA,NA,NA,NA
2024-05-17T22:15:00Z,0,2,0,NA,NA,NA,NA
2024-05-17T22:30:00Z,0,0,0,NA,NA,NA,NA
2024-05-17T22:45:00Z,0,0,0,NA,NA,NA,NA
2024-05-17T23:00:00Z,0,0,0,NA,NA,NA,NA
2024-05-17T23:15:00Z,0,0,0,NA,NA,NA,NA
2024-05-17T23:30:00Z,0,0,0,NA,NA,NA,NA
2024-05-17T23:45:00Z,0,0,0,NA,NA,NA,NA
2024-05-18T00:00:00Z,0,0,0,NA,NA,NA,NA
2024-05-18T00:15:00Z,0,0,0,NA,NA,NA,NA
2024-05-18T00:30:00Z,0,0,0,NA,NA,NA,NA
2024-05-18T00:45:00Z,0,0,0,NA,NA,NA,NA
2024-05-18T01:00:00Z,0,0,0,NA,NA,NA,NA
2024-05-18T01:15:00Z,0,0,0,NA,NA,NA,NA
2024-05-18T01:30:00Z,0,0,0,NA,NA,NA,NA
2024-05-18T01:45:00Z,0,0,0,NA,NA,NA,NA
2024-05-18T02:00:00Z,0,0,0,NA,NA,NA,NA
2024-05-18T02:15:00Z,0,0,0,NA,NA,NA,NA
2024-05-18T02:30:00Z,0,0,0,NA,NA,NA,NA
2024-05-18T02:45:00Z,0,0,0,NA,NA,NA,NA
2024-05-18T03:00:00Z,0,0,0,NA,NA,NA,NA
2024-05-18T03:15:00Z,0,0,0,NA,NA,NA,NA
2024-05-18T03:30:00Z,0,0,0,NA,NA,NA,NA
2024-05-18T03:45:00Z,0,0,0,NA,NA,NA,NA
2024-05-18T04:00:00Z,0,0,0,NA,NA,NA,NA
2024-05-18T04:15:00Z,0,0,0,NA,NA,NA,NA
2024-05-18T04:30:00Z,0,0,0,NA,NA,NA,NA
2024-05-18T04:45:00Z,0,0,0,NA,NA,NA,NA
2024-05-18T05:00:00Z,0,0,0,NA,NA,NA,NA
2024-05-18T05:15:00Z,0,0,0,NA,NA,NA,NA
2024-05-18T05:30:00Z,0,1,0,NA,NA,NA,NA
2024-05-18T05:45:00Z,30,5,0,NA,NA,NA,NA
2024-05-18T06:00:00Z,70,6,0,NA,NA,NA,NA
2024-05-18T06:15:00Z,120,66,0,NA,NA,NA,NA
2024-05-18T06:30:00Z,180,131,0,NA,NA,NA,NA
